title,year,rating,running_time_secs
Assassination Games,2011,6,6060
The Indian in the Cupboard,1995,5.8,5760
It Could Happen to You,1994,6.1,6060
Chatroom,2010,5.2,5820
Final Fantasy VII: Advent Children,2005,7.2,6060
The Hunting Party,2007,6.8,6060
SpaceCamp,1986,5.4,6420
Antwone Fisher,2002,7.1,7200
Frontiere(s),2007,6.1,6480
Home Fries,1998,4.8,5460
Staying Alive,1983,4.1,5580
Miracle at St. Anna,2008,5.9,9600
Shane,1953,7.7,7080
The Power of Few,2013,4.9,5760
Single White Female,1992,6.2,6420
The Great Raid,2005,6.6,7920
The Courier,2012,4.3,5940
Midway,1976,6.6,7920
The Adventures of Baron Munchausen,1988,7,7560
Quiz Show,1994,7.5,7980
The Devil's Own,1997,5.9,6420
Los ojos de Julia,2010,6.5,7080
TiMER,2009,6.5,5940
The Butterfly Effect 3: Revelations,2009,5.5,5400
K-19: The Widowmaker,2002,6.5,8280
Friday the 13th Part III,1982,5.3,5700
Beyond Borders,2003,6.2,7620
The African Queen,1951,8,6300
Strictly Ballroom,1992,7,5640
Burke and Hare,2010,6.1,5460
Must Love Dogs,2005,5.8,5880
Armored,2009,5.6,5280
The Grudge 3,2009,4.5,5400
Wayne's World 2,1993,5.9,5700
License to Wed,2007,5.1,5460
The Hoax,2006,6.7,6960
The Take,2007,5.6,5760
Somewhere in Time,1980,7,6180
A Fantastic Fear of Everything,2012,5.5,6000
Breathe In,2013,6.6,5880
Westworld,1973,7,5280
The King and I,1956,7.4,7980
Jui kuen II,1994,7.5,6120
Conspiracy Theory,1997,6.6,8100
The War,1994,6.4,7560
Jiro Dreams of Sushi,2011,7.8,4860
Pusher,2012,5.3,5340
5 Days of War,2010,5.5,6780
Mean Machine,2001,6.3,5940
Pathology,2008,5.8,5700
Starship Troopers: Invasion,2012,5.8,5340
Trois couleurs: Bleu,1993,7.9,5880
I Can't Think Straight,2008,6.3,4860
A Walk in the Clouds,1995,6.3,6120
Street Fighter: The Legend of Chun-Li,2009,3.7,5760
The Tortured,2010,5.3,4740
Coffee Town,2013,6.5,5220
Return to Never Land,2002,5.6,4320
Fat Albert,2004,4.1,5580
Kinky Boots,2005,6.8,6420
She Wants Me,2012,4.2,5100
Repulsion,1965,7.8,6300
Ladder 49,2004,6.4,6900
Der Baader Meinhof Komplex,2008,7.3,9000
The Devil's Rock,2011,5.5,4980
12 Rounds,2009,5.4,6480
Cry_Wolf,2005,5.7,5400
Hair,1979,7.2,7260
Captain Ron,1992,5.3,5400
Columbus Circle,2012,5.8,4920
The Rookie,2002,6.8,7620
An American Haunting,2005,4.9,4980
The Final Cut,2004,6.1,5700
The Hunted,2003,5.9,5640
Finding Kind,2011,8,4620
Good Burger,1997,5.1,6180
Les diaboliques,1955,8.2,6840
Boys and Girls,2000,5,5640
The Seven Year Itch,1955,7.2,6300
Red Obsession,2013,5.9,4500
The Master of Disguise,2002,3.1,4800
Catch and Release,2006,5.8,7440
The Big Green,1995,5.1,6000
The Secret of Moonacre,2008,5.9,6180
Up in Smoke,1978,6.8,5160
To Die For,1995,6.7,6360
Black Rain,1989,6.5,7500
The Amityville Asylum,2013,2.6,5280
Free Willy 2: The Adventure Home,1995,4.6,5700
Yogi Bear,2010,4.3,4800
I'm Still Here,2010,6,6480
Rampage,2009,6.2,5100
Hotel for Dogs,2009,5.1,6000
Dungeons & Dragons,2000,3.6,6420
A Kid in King Arthur's Court,1995,4.5,5340
Sid and Nancy,1986,6.9,6720
The Patience Stone,2012,6.8,6120
Smiley Face,2007,5.6,5280
Kelly's Heroes,1970,7.5,8640
Bandidas,2006,5.6,5580
Man cheng jin dai huang jin jia,2006,7,6840
Akeelah and the Bee,2006,7.4,6720
Enemy Mine,1985,6.7,6480
The Miracle Worker,1962,7.9,6360
Sin nombre,2009,7.5,5760
The Prince and the Showgirl,1957,6.5,6900
A Resurrection,2013,3.8,5340
Powder Blue,2009,6.2,6360
The Rescuers Down Under,1990,6.7,4620
House,1986,6,5580
The Straight Story,1999,8,6720
The Cutting Edge,1992,6.6,6060
Manos: The Hands of Fate,1966,1.8,4440
Convoy,1978,6,6600
Greetings from Tim Buckley,2012,5.6,5940
Son in Law,1993,5.2,5700
44 Inch Chest,2009,5.7,5700
The Next Karate Kid,1994,4,6420
The Family Tree,2011,5.3,5220
Supergirl,1984,4.1,9000
The Wraith,1986,5.4,5580
Ladyhawke,1985,6.8,7260
What Richard Did,2012,6.2,5280
Always,1989,6.2,7320
The Legend of Lylah Clare,1968,6,7800
Dr. Dolittle 2,2001,4.5,5220
Piranha,1978,5.8,5640
Two Can Play That Game,2001,5.7,5400
Extraordinary Measures,2010,6.3,6360
The Changeling,1980,7.2,6420
House of the Dead,2003,2,5400
100 Girls,2000,5.7,5640
One Night with the King,2006,5.9,7380
Kongen av Bastoy,2010,7.3,6960
Far from Heaven,2002,7.4,6420
El Dorado,1966,7.5,7560
Aberration,2013,3.7,5100
The Good German,2006,6,6300
Interview with a Hitman,2012,5.4,5760
Body Heat,1981,7.3,6780
Balto,1995,6.8,4680
The Member of the Wedding,1952,6.8,5580
My Soul to Take,2010,4.6,6420
2 Days in Paris,2007,6.8,5760
The Vicious Kind,2009,6.9,5520
Ass Backwards,2013,4.8,5400
Red Dog,2011,7.2,5520
Loverboy,1989,5.6,5880
The Reef,2010,5.7,5640
Firewall,2006,5.7,6300
In Dreams,1999,5.3,6000
Running with Scissors,2006,6,6960
Spike Island,2012,5.9,6300
Skinwalkers,2006,4.5,6600
Raze,2013,5.3,5220
Divine Secrets of the Ya-Ya Sisterhood,2002,5.6,6960
The Killing Fields,1984,7.9,8460
Leviathan,1989,5.5,5880
Billy Jack,1971,5.8,6840
Happy-Go-Lucky,2008,6.9,7080
Baby's Day Out,1994,5.4,5940
Stalker,1979,8.1,9780
Captain Corelli's Mandolin,2001,5.7,7860
Mac & Devin Go to High School,2012,4.1,4500
Puncture,2011,6.8,6000
Le Week-End,2013,7,5580
Class,1983,5.7,5880
Suicide Kings,1997,6.8,6360
The Penthouse,2010,3.5,5340
Solitary Man,2009,6.4,5400
Mammoth,2009,6.7,7500
The Lazarus Project,2008,6,6000
The Shipping News,2001,6.7,6660
Noobz,2012,4.5,5820
Harvey,1950,8,6240
Spy Hard,1996,4.9,4860
Andre,1994,5.4,5700
200 Cigarettes,1999,5.6,6060
Battle in Seattle,2007,6.6,5940
The Client,1994,6.6,7140
Summer in February,2013,5.5,6000
Bandslam,2009,6.3,6660
Set It Off,1996,6.3,7380
Evita,1996,6.1,8100
The Country Bears,2002,3.8,5280
Every Day,2010,5.5,5580
Tea for Two,1950,6.4,5880
Madras Cafe,2013,7.7,7800
Tower Block,2012,5.7,5400
Away from Her,2006,7.5,6600
New Nightmare,1994,6.2,6720
Therese Desqueyroux,2012,6.1,6600
Chopper,2000,7.1,5640
Boomerang,1992,5.1,7020
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,1965,6.8,8280
St Trinian's 2: The Legend of Fritton's Gold,2009,5,6360
Dave,1993,6.7,6600
The War of the Worlds,1953,7.1,5100
Nell,1994,6.3,6720
Passenger 57,1992,5.7,5040
Casualties of War,1989,7,6780
Old Yeller,1957,7.2,4980
The Helpers,2012,4.2,4680
What Ever Happened to Baby Jane?,1962,8,8040
In Darkness,2011,7.1,8700
Saving Silverman,2001,5.7,5400
The Philly Kid,2012,5.2,5400
Age of Heroes,2011,5.5,5400
The Hitcher,1986,7.2,5820
Perfect,1985,3.9,6900
Looney Tunes: Back in Action,2003,5.7,5460
Collateral Damage,2002,5.3,6480
Divorce American Style,1967,6.2,6540
I'll Be Seeing You,1944,6.9,5100
Species II,1998,4.1,5580
Cats & Dogs,2001,5.1,5220
Cherrybomb,2009,5.9,5160
Mousehunt,1997,6.2,5880
Hell Ride,2008,5,5040
The Net,1995,5.7,6840
The Odd Couple,1968,7.6,6300
Buffalo '66,1998,7.3,6600
Casino Jack,2010,6.2,6480
White Noise,2005,5.4,6060
Breakin',1984,5,5400
Assassins,1995,6.1,7920
To Save a Life,2009,6.6,7200
Koroshiya 1,2001,7,7740
The Dead Zone,1983,7.2,6180
American Gigolo,1980,6,7020
Eraser,1996,5.9,6900
The Wee Man,2013,5.1,6360
First Daughter,2004,4.7,6360
Love Me Tonight,1932,7.7,6240
The Trouble with Bliss,2011,5.3,5820
Something to Talk About,1995,5.5,6360
The Kid,2000,5.9,6240
The Presidio,1988,5.8,5820
Things We Lost in the Fire,2007,7.1,7080
Problem Child,1990,4.8,4860
Proof of Life,2000,6.1,8100
Mean Creek,2004,7.2,5400
Jeremiah Johnson,1972,7.5,6480
Teacher's Pet,1958,7,7200
Henry's Crime,2010,5.9,6480
Museum Hours,2012,6.8,6420
Howl,2010,6.6,5040
My Amityville Horror,2012,5.5,5280
Titus,1999,7.1,9720
Once Were Warriors,1994,7.8,6120
Over Her Dead Body,2008,5.1,5700
The Guest House,2012,3.3,4920
No,2012,7.4,7080
Ondskan,2003,7.7,6780
Madea Goes to Jail,2009,3.6,6180
The Arrival,1996,6.2,6900
Out for Justice,1991,5.6,5460
Disturbing Behavior,1998,5.3,5040
Battle of Britain,1969,6.8,7920
The Players Club,1998,5.1,6240
Stuart Little 2,2002,5.4,4920
See No Evil,2006,4.9,5040
The Visitor,2007,7.7,6240
La grande illusion,1937,8.1,6840
My One and Only,2009,6.5,6480
The Matador,2005,6.8,5760
My Name Is Khan,2010,7.5,9900
The Pagemaster,1994,5.3,4800
The Dinosaur Project,2012,4.6,4980
My Summer of Love,2004,6.7,5160
The Mosquito Coast,1986,6.6,7020
It Runs in the Family,2003,5.4,6540
Blood and Chocolate,2007,5.2,5880
Shattered Glass,2003,7.2,5640
The Pink Panther 2,2009,5.2,5520
Tai Chi Hero,2012,5.9,6000
The Eiger Sanction,1975,6.2,7380
Tigerland,2000,7,6060
Among Friends,2012,4.3,5220
Circle of Friends,1995,6.4,6180
3 Geezers!,2013,3.2,4860
Prowl,2010,4.6,5040
Thumbelina,1994,6,5220
Here on Earth,2000,4.8,5760
Dust,2001,6.1,7620
Panic Button,2011,5.2,5760
Jeux d'enfants,2003,7.6,5580
Valley of the Dolls,1967,5.4,7380
Gremlins 2: The New Batch,1990,6.2,6360
In the Bedroom,2001,7.4,7800
Force 10 from Navarone,1978,6.2,7080
Marvin's Room,1996,6.6,5880
Sisters & Brothers,2011,4.6,5400
The Stoning of Soraya M.,2008,7.8,6840
S1m0ne,2002,6,7020
Me and Orson Welles,2008,6.7,6840
Igby Goes Down,2002,6.9,5880
The Ant Bully,2006,5.9,5280
Freddy's Dead: The Final Nightmare,1991,4.7,5340
Xanadu,1980,4.5,5580
Ned Kelly,2003,6.3,6600
Postal,2007,4.2,6000
Kabhi Khushi Kabhie Gham...,2001,7.1,12600
Three,2005,4.8,5700
Analyze That,2002,5.7,5760
Funny Girl,1968,7.2,9060
Fur: An Imaginary Portrait of Diane Arbus,2006,6.2,7320
The Importance of Being Earnest,2002,6.7,5820
Black Butterflies,2011,5.8,6000
Rebound,2005,4.8,6180
24 Hour Party People,2002,7.2,7020
Antitrust,2001,6,6540
Lionheart,1990,5.7,6300
The Whole Town's Talking,1935,7.2,5580
Juice,1992,6.7,5700
Dirty Work,1998,6.2,4920
Throw Momma from the Train,1987,6.1,5280
The Brady Bunch Movie,1995,5.6,5400
Trapped,2002,6,6360
The Hunger,1983,6.4,5820
The Loneliest Planet,2011,5.5,6780
Red Heat,1988,5.8,6240
Mr. Morgan's Last Love,2013,7,6960
Beverly Hills Cop II,1987,6.2,6000
The Magdalene Sisters,2002,7.7,7140
Bowling for Columbine,2002,8,7200
A Nightmare on Elm Street 4: The Dream Master,1988,5.4,5580
Watership Down,1978,7.6,6060
The Salton Sea,2002,7,6180
Scrooged,1988,6.8,6060
Paradies: Glaube,2012,6.9,6900
Whale Rider,2002,7.5,6060
Gentlemen Broncos,2009,5.7,5340
Management,2008,5.9,5640
The Hudsucker Proxy,1994,7.3,6660
40 Days and Nights,2012,2.5,5160
Forever Young,1992,6.1,6120
So I Married an Axe Murderer,1993,6.2,5580
37.2 le matin,1986,7.2,7200
UHF,1989,6.7,5820
Henry V,1989,7.7,8220
Carne tremula,1997,7.4,6180
Boksuneun naui geot,2002,7.7,7740
The General's Daughter,1999,6.1,6960
Ajeossi,2010,7.8,7140
The Shadow,1994,5.7,6480
Girls Gone Dead,2012,3.4,6240
Rookie of the Year,1993,5.6,6180
The Towering Inferno,1974,6.8,9900
The Poseidon Adventure,1972,7,7020
Creation,2009,6.6,6480
Fahrenheit 9/11,2004,7.5,7320
The Delta Force,1986,5.3,7500
Wrong,2012,6,5640
Halloween III: Season of the Witch,1982,4.1,5880
Rundskop,2011,7.2,7740
The Glimmer Man,1996,5,5460
Aashiqui 2,2013,7,7920
Anamorph,2007,5.4,6420
Our Family Wedding,2010,4.3,6180
Beneath the Darkness,2011,4.3,5760
Double Impact,1991,5,6600
The Other Sister,1999,6.1,7740
I Think I Love My Wife,2007,5.4,5640
La delicatesse,2011,6.3,6480
Trois couleurs: Rouge,1994,8,5940
Total Eclipse,1995,6.3,6660
Freeloaders,2012,4,4620
Horsemen,2009,5.5,5400
Welcome to the Dollhouse,1995,7.3,5280
Bachelor Party,1984,6,6300
Love and Other Disasters,2006,6.1,5400
Jane Eyre,1996,6.6,6720
The World According to Garp,1982,7,8160
Mommie Dearest,1981,6.3,7740
Madea's Family Reunion,2006,4.2,6420
The Football Factory,2004,6.7,5460
Mama's Boy,2007,5.1,5640
Despues de Lucia,2012,7,6180
uwantme2killhim?,2013,5.6,5520
Elle s'appelait Sarah,2010,7.3,6660
Man of the Year,2006,6,6900
I Hate Valentine's Day,2009,4.5,5880
Gallipoli,1981,7.5,6600
The Thompsons,2012,4.3,4920
The Citizen,2012,6.9,5940
Deconstructing Harry,1997,7.2,5760
Miss Bala,2011,6.4,6780
All the Real Girls,2003,6.8,6480
Barney's Version,2010,7.2,8040
The Yellow Handkerchief,2008,6.7,6120
Kidulthood,2006,6.5,5340
In America,2002,7.7,6300
Repo Man,1984,6.7,5520
McCanick,2013,7.8,5760
Dread,2009,5.6,6480
Grassroots,2012,4.7,5880
The Maiden Heist,2009,6.1,5400
Dead Season,2012,4.6,5100
The Transformers: The Movie,1986,7.1,5040
Coal Miner's Daughter,1980,7.3,7500
